"PROVINCIA","Axis1","Axis2","Axis3","cluster","Indice","ElevacionPromedio","IDH_2019","FallMasc_2ola_mill_hab","FallFem_2ola_mill_hab","CasosMasc_2ola_mill_hab","CasosFem_2ola_mill_hab","Adult_15_64_mill_hab","Mayores_65_mill_hab","Pobreza_mill_hab","PobrezaExt_mill_hab","UCI_2ola_cant_hosp","UCIN_2ola_cant_hosp","VENT_2ola_cant_hosp"
"ILO",-6.28389174440726,-2.92771989710665,-3.79558852106316,5,-5.44753643821017,900,0.69,3504.3396764598,1833.66610977548,17250.0441438138,18988.6312701194,707278.975320213,85408.0925797645,69834.290914524,3658.09597544246,2.33333333333333,41,2.66666666666667
"ISLAY",-4.07941242529788,-0.918560056655831,1.37994418957398,6,-3.29173057499404,1500,0.63,3332.2467311384,2064.54417037922,5577.89126734036,3911.76790177116,670161.903727046,112318.446883263,110500.199210402,11535.9122025426,4,53,4
"JAEN",0.0248338339614152,0.402338877200249,-0.353657823020629,3,0.1189077849967,2100,0.49,1369.8357193381,752.164340436554,4577.74191298804,4268.90622353726,624615.200693386,69771.9597118862,451906.861133527,184553.682616536,1.2,27.8,2.2
"JAUJA",-4.12208983936664,-2.06184767521944,-0.817602096888252,5,-3.60867916064308,3300,0.5,3027.38566109519,1774.6743530558,12260.3319684966,15136.928305476,634219.897231276,122765.70818786,263832.368668298,64233.700254022,7,39,6
"JORGE BASADRE",-3.02426002221689,-1.3640412799836,-1.71298534196624,5,-2.61053485625691,2100,0.68,1479.44626439818,528.373665856494,9827.75018493078,7714.25552150481,900348.726619465,73866.6384867378,93573.9194758533,6183.02863785269,0,9,1
"JULCAN",4.05949422296011,0.525749475866078,0.325498976980357,2,3.17888789395008,2800,0.22,489.191916103586,366.89393707769,1100.68181123307,2812.85351759562,535298.254196349,87718.2254563243,592425.474669031,555371.632983765,0,0,0
"JUNIN",-1.48642889043562,-1.9143016040368,-0.481826187075843,5,-1.59305442413263,2900,0.43,2517.64257104711,1487.69788289147,7591.07381270265,10108.7163837498,570398.626740416,102117.108525653,326756.437154301,110264.35246996,1,27,1
"LA CONVENCION",-0.529328549492792,-0.696369196375848,-1.35546121148313,4,-0.570954943410494,3010.714286,0.45,1196.276318079,706.890551592135,7237.47172437794,7460.41412911084,601694.36227597,63457.0210544632,297158.082477814,39042.6526883591,0,22.75,0.75
"LA MAR",2.02817568462697,0.944352457155876,-0.458112720055967,2,1.75808781412529,2600,0.33,468.521867985792,555.688727145939,2571.42234522435,3018.1524984201,518087.123275731,54250.4739697967,438981.455250714,244640.763581686,1,15,1
"LA UNION",1.20141049397001,-1.55657126528541,-0.166204544024238,3,0.514123673242011,3312,0.36,1029.33607822954,965.002573340196,6304.68347915594,5790.01544004117,506690.684508492,113612.969634586,373010.164693773,240714.745239321,0,0,0
"LAMAS",0.918533636513009,0.285439497949372,-1.24584247378946,4,0.760767089923374,1100,0.36,615.467251547061,593.086624218077,3670.42288195338,5270.63773597574,581784.40741694,68059.4877074404,311457.20264539,175510.446157806,0,10,0
"LAMBAYEQUE",-0.10132135607453,-0.44857976942185,-0.0896708800637098,3,-0.187857871437475,2000,0.48,1323.24400619474,803.74821117014,2884.99866041965,3273.80368940033,627720.818385577,77551.9005704652,280906.797880196,27305.71183993,0,0,0
"LAMPA",1.85572007469085,-0.455125609939477,1.09807541158624,2,1.2798592016257,4600,0.43,989.74770770696,466.862126276868,1363.23740872845,1624.6801994435,520028.385217278,84147.2296401427,425820.83699042,116387.047377169,0,4,0
"LAURICOCHA",2.45147865444408,0.310531859421355,0.105467922099677,2,1.9179564470687,4523.076923,0.42,729.963753523963,151.026983487716,1082.36004832863,729.963753523963,307566.451872735,46868.7072090213,214316.351188079,105309.857027789,0,0,0
"LEONCIO PRADO",-1.59112547425733,3.40359504170311,0.95030543076829,1,-0.346445166884257,2000,0.5,1232.83714573544,584.717046263095,1106.03103931694,1535.76284440186,609127.221748656,53300.8333979105,180507.435769185,103620.73702527,10.6666666666667,48.3333333333333,10.6666666666667
"LIMA",-4.69210646179697,0.914627940367518,0.891260638347765,6,-3.29491278964946,1400,0.73,2925.45633512376,1676.84140824219,3534.53420772337,6767.43790795341,671143.954851878,83356.204159857,141995.670565759,4485.96241971547,8.03191489361702,53.8563829787234,8.94148936170213
"LORETO",2.10003636964148,1.27737222903651,-2.3937620021,4,1.89502913207513,200,0.36,379.090453690039,67.6947238732213,3520.12564140751,5388.50002030842,483949.580969659,43419.3958922842,515519.692395175,176157.105915165,0,0,0
"LUCANAS",0.604213011915139,-0.0156619625094234,0.438723029809287,3,0.449740670322813,2700,0.43,1070.95046854083,620.023955471007,2987.38814908758,4001.97280349468,457281.758613401,105460.438244205,286690.622137673,134608.046219968,2,15,4
"LUYA",2.15471313409831,-0.116152138608615,-0.142640399949084,2,1.58881534730449,2200,0.34,706.781279847182,477.554918815664,3323.78223495702,2865.32951289398,537650.429799427,93677.1728748806,469666.857688634,243842.788920726,0,0,0
"MANU",-0.512660163760148,0.324370779762118,-2.28965102514957,4,-0.304072730542429,2100,0.59,721.007893139041,227.686703096539,5426.53309046752,4971.15968427444,534190.95324833,20036.4298724954,45607.1645415908,824.225865209472,0,0,0
"MARAÑON",2.60677413226041,0.831812658332591,-0.191458599098194,2,2.16445517049183,2600,0.33,454.380225372592,333.212165273234,969.344480794863,1454.01672119229,506058.403004968,55010.2992851084,358906.155337453,270846.661819944,0,0,0
"MARISCAL CACERES",-0.511239059298856,1.05477268132462,0.798224393076835,1,-0.120990201842164,2400,0.45,1182.98751290959,619.660125809783,1858.98037742935,1802.64763871937,783794.948831096,70678.8095014553,340959.346540231,69453.9479861046,4.66666666666667,22,2.66666666666667
"MARISCAL LUZURIAGA",2.64440732111306,-0.294868061029878,0.800740431891258,2,1.91194227639047,3500,0.28,990.998430919151,371.624411594682,1569.08084895532,1899.41365926171,509042.860682137,96870.096622347,510440.581385746,164543.727805764,0,0,0
"MARISCAL NIETO",-6.55872346466469,3.83275258564482,1.36436156279862,6,-3.96917604894267,3000,0.69,1768.3465959328,907.751252578839,9171.82434423814,7226.64308871205,717701.149425287,89537.2826407309,91222.3990568818,18448.5705865016,10.25,312.5,12
"MARISCAL RAMON CASTILLA",1.97103749730867,1.59855032607394,-2.23507200788197,4,1.87821399591285,100,0.35,568.745453343033,277.759407446597,3121.48667416176,4020.89808875074,400581.972091793,32881.4231862972,473852.787514053,132123.80133589,0,15,0
"MAYNAS",-1.47674952967078,1.9626560733921,-0.640193871125684,1,-0.619652438948422,300,0.56,1073.69124207191,746.68755759724,2654.50049750026,4576.3028998407,559193.787279732,62466.4471486852,228800.613437928,50038.5409690151,5.125,36.375,6.375
"MELGAR",1.61459981469966,-0.415945039885947,1.22264383264977,2,1.10858968146713,4700,0.43,1012.32284350239,549.903766840803,1862.17411952908,1199.79003674357,556452.620791362,83097.957857375,394577.074012048,148532.381833179,0,14,0
"MOHO",3.71031465966111,-1.19586657955827,2.17351908293914,2,2.4876982683443,4300,0.28,566.679259539101,75.5572346052135,906.686815262561,755.572346052134,453910.08689082,163128.069512656,495305.251227805,268094.82432943,0,0,0
"MORROPON",0.155831962410212,-0.748282327695294,1.4213398246198,3,-0.0694725864455144,1900,0.43,2214.3434720408,1299.99377993407,1492.81582384773,1405.73490078995,631921.378366611,106213.845866766,411293.276108727,150587.360826025,0,11.75,0
"MOYOBAMBA",-2.25042674386763,3.24103611486425,-0.912144550906695,1,-0.881958646985565,1600,0.49,994.112289793353,557.985607819495,4688.36183121897,7722.00772200772,519619.287061148,49211.765158609,206053.438345797,52321.0277196988,11.5,35,14
"NAZCA",-4.8197253253159,-1.23792485317173,1.52724844072798,6,-3.92714354854353,1500,0.61,4437.09476717532,2226.73390529832,4224.24520269828,4387.97563691139,781501.735542603,90149.9770777392,41106.8177352806,108.880738751719,3.5,30.5,3.5
"OCROS",0.75504605424063,-1.03844888274715,-0.493895227470803,3,0.308108568487689,2600,0.47,818.107444777747,454.504135987637,5090.44632306154,3726.93391509863,410235.433142442,103717.843832379,171304.426870285,48001.0908099264,0,0,0
"OTUZCO",2.69692919427837,0.392209700702879,-0.198263836715361,2,2.12259496306251,2400,0.28,591.341515286697,363.10443921113,2344.61723604901,3340.56084074239,517652.062951935,81563.6314593686,502283.615690262,293545.144256206,0,12,0
"OXAPAMPA",-1.94591996926079,0.407403639800076,-1.53020613653805,4,-1.35947363183025,2700,0.43,1700.78674429767,1241.67866608235,9609.96681900707,12541.9979548822,606586.114067489,66727.1854587951,400208.372461863,264981.740019616,4.33333333333333,88.6666666666667,5
"OYON",-0.0895213726497699,-0.569942987213211,0.160305478978718,3,-0.209242049907426,3300,0.58,1198.44615257459,950.49177617985,2066.28646995619,3140.75543433342,500537.234482189,64592.1150508306,178050.665344243,27100.1735680635,0,0,0
"PACASMAYO",-1.5600349381896,-1.21770657965822,0.143998606603966,5,-1.47472698849395,1200,0.58,2361.90197191351,1327.42552685061,3396.3784169764,4970.9797315854,617719.757584635,97249.9404947178,245648.058296867,26166.7612648077,0,7.5,0
"PACHITEA",3.44253754930233,1.20396887004671,-0.301684351358719,2,2.88468804743969,2900,0.27,364.790920759306,121.596973586435,472.877119502804,810.646490576235,422144.159967574,44409.9169087347,399635.479294738,265458.353036547,0,0,0
"PADRE ABAD",-0.907438857958155,0.355297670659905,-1.76209906377236,4,-0.592765937711825,1200,0.44,1128.0861213176,435.118932508219,4705.73067749629,6156.12711919036,686923.870302327,40256.5590150197,132868.07838587,13681.2673241797,0,25,0
"PAITA",-1.60726162873516,0.295092989689939,-0.594689716768415,1,-1.13319639853306,200,0.55,1806.37456146899,1246.54773456744,2903.63514219601,4478.61461521236,633918.041352542,61700.3806822423,232964.245726655,35481.8989325969,0,44.5,0
"PALLASCA",2.14927179891249,-0.15089798330682,0.268909639256318,2,1.57607135208179,2700,0.33,1219.16006288299,384.997914594629,1764.57377522538,2277.90432801822,450030.479001572,88164.5224421701,463818.858481183,102045.301421284,0,0,0
"PALPA",-4.34200868212695,-3.64426577848734,0.434959430595426,5,-4.16813171563916,2000,0.61,4157.1887991215,2431.56325986352,6039.68938740293,10902.81590713,692838.654012079,120872.22527257,59516.0404737626,27.4531335791042,0,0,0
"PARINACOCHAS",-0.101316498369123,-0.971579692098035,-0.435195242630023,3,-0.31818538142367,3200,0.42,1383.72394707256,1153.10328922713,5592.55095275159,7437.51621551501,515062.411715529,85762.057136268,290444.521317997,167663.236184381,0,19,2
"PARURO",2.47667643409707,-0.388820171484613,1.19282748608453,2,1.76259700074042,3500,0.25,834.13538658967,513.314084055181,1475.77799165865,1090.79242861726,525826.114854026,107539.30060956,449579.403272377,145193.455245428,0,9,0
"PASCO",-1.99329360228234,2.00612098421318,-0.132977928488975,1,-0.996642726437617,3600,0.55,1440.27198269201,958.1208468552,5204.75969711018,6892.28867253902,532659.558028125,45396.3838664812,268856.374594344,112005.192396847,9.5,48,9.5
"PATAZ",2.5786837025571,0.970701819630162,-0.279860204811083,2,2.17797591962984,2800,0.39,307.787011388119,191.04021396504,1836.10872310844,1517.70836650004,515819.191050827,56123.3695248405,430679.784761359,286948.344848813,0,14,0
"PAUCAR DEL SARA SARA",-1.16273158391679,-3.50701284995563,-2.58164012403534,5,-1.7469245767896,3400,0.44,2093.87541441284,610.713662537079,13522.9453847496,15791.3104170302,523643.343221078,126766.707380911,242209.038562206,154088.291746641,0,0,0
"PAUCARTAMBO",2.83657016208653,0.661584184672066,0.465874931121377,2,2.29456541802733,3000,0.24,766.136755410841,555.44914767286,459.682053246504,612.909404328673,527983.144991381,60601.4173529975,479569.622677648,212126.412564643,0,0.5,0
"PICOTA",0.342742535739788,0.00551942090767582,-2.11491228981907,4,0.258706808639285,900,0.44,768.327819869811,533.560986020702,5186.21278412123,7320.45672820403,549567.815601323,59822.8577526411,331075.445523423,94898.7301248533,0,0,0
"PISCO",-3.99913538231785,-0.954231340150824,1.32203415186632,6,-3.24034776106549,1900,0.57,3452.8966754348,2268.843811374,3644.33037201948,4516.41721201636,716330.712346055,83032.5933593778,43141.5687636928,4530.88109131387,2.66666666666667,43.3333333333333,2.66666666666667
"PIURA",-2.80901988260673,1.46964903869234,0.54698360355711,6,-1.74277905269594,772.7272727,0.57,2178.85082413543,1434.82206685358,2831.61881391423,4149.82990006946,676234.682133677,72301.3430542951,249974.992014683,62853.2552208764,6.64285714285714,37.7142857142857,7.5
"POMABAMBA",1.37944071411786,-0.916236819950834,0.0398077977918324,3,0.807359731888044,3714.285714,0.34,1368.21731295468,600.68077154108,4438.36347860909,4772.07501835413,507842.221184009,90469.1984248815,394341.920843623,159100.647400387,0,8,0
"PUERTO INCA",0.483445852944009,0.072569895576223,-1.92746670125065,4,0.38105589713476,2000,0.39,712.09634973219,371.528530295056,6068.29932815257,6161.18146072634,655097.681042757,45481.2842502864,318289.730332208,122238.459395028,0,0,0
"PUNO",-0.97148301065288,-0.249557560602206,1.85563160449336,3,-0.791579773184802,4600,0.54,2153.5362925091,952.823611433883,2738.39956619413,2560.22929738942,585618.560694089,91811.9141684096,257524.362847626,79059.4933767139,3.16666666666667,45.3333333333333,3.5
"PURUS",0.841888700300466,0.629271770337324,-3.83523996088271,4,0.788904733551256,300,0.35,640.751815463477,213.583938487826,7475.4378470739,8329.7736010252,399829.13284921,25630.0726185391,338105.510465613,16715.0790260572,0,0,0
"PUTUMAYO",0.682203120426037,0.215976632623723,-5.10093782122992,4,0.566019857260678,110,0.4,325.892129705068,81.4730324262669,10917.3863451198,12383.9009287926,420971.158546521,32263.3208408017,390048.069089131,143267.068600293,0,0,0
"QUISPICANCHI",1.04996464186514,-0.392276117846724,0.645401087844747,3,0.690559412609994,3010.714286,0.35,1431.22473505954,1125.31410466514,2359.8820058997,2567.46421938162,637026.11165738,75723.8064022725,471167.049054955,166949.743253578,0,1.75,0
"RECUAY",0.177134767790794,-1.94663692497991,1.01127785684832,3,-0.352107418013422,3300,0.43,1420.09433483796,1115.78840594411,3803.8241111731,5528.2243749049,546178.424709641,138357.76233707,277005.122483136,127135.466856013,0,14,0
"REQUENA",2.06048176558789,1.11430490652364,-2.26800191867499,4,1.82469525861395,400,0.38,364.754311917044,182.377155958522,3660.57005888177,5119.58730654995,425980.928560263,47561.3568860403,497328.304934605,149376.009587828,0,2,0
"RIOJA",-0.176378978377955,0.751869690559112,-0.988324267273495,4,0.0549398381362588,2400,0.47,873.485280292544,510.76681644225,3982.50068472363,5744.27608056791,569941.742973255,50847.2066977075,328846.333212427,42883.2416667284,0,6.66666666666667,6.33333333333333
"RODRIGUEZ DE MENDOZA",0.920937082031658,-0.372712787510526,-0.0871289319789544,3,0.598560582263628,2400,0.37,857.034027425089,539.614017267649,2507.61808024378,5523.10817673946,609859.06551549,93892.8390045709,350654.837480955,140714.512442864,0,16,0
"SAN ANTONIO DE PUTINA",1.82964216636142,0.780449980739249,-0.464215774145335,2,1.56818432344095,3714.285714,0.5,319.546521805577,111.146616280201,819.70629506648,958.63956541673,366228.100643261,31704.5722939272,174803.75675563,41835.1695680565,0,0,0
"SAN IGNACIO",0.467714837667629,5.09610896366482,0.800771078708483,1,1.62110690534814,2100,0.36,634.729738758602,340.749649228302,2131.35564909467,1984.36560432953,559444.110376161,59417.3849134763,547423.59858355,324542.86096078,30,52,0
"SAN MARCOS",2.61620859610438,-0.0432341438368484,0.229684844337482,2,1.95347761918312,2500,0.34,909.934666690932,800.74250668802,2802.59877340807,3057.38048008153,557626.162441537,90629.4928024168,602793.863400608,416257.802689767,0,0,0
"SAN MARTIN",-3.25185017990951,2.58506145801833,-0.107916089976787,6,-1.7972965270294,900,0.61,1410.24405338636,847.160996099001,4327.1157465416,5585.1751898503,691810.946131721,67022.1022782036,166065.216178239,76555.6057201122,9.6,53.4,11
"SAN MIGUEL",2.52519641441347,-0.220971265724455,0.709575664809537,2,1.84085365263337,2200,0.37,960.836995782993,498.211775591182,2135.19332396221,1263.32271667764,525880.322414192,113183.039447697,507084.037650576,331942.492126475,0,0,0
"SAN PABLO",2.86828289107766,-0.164952989859929,0.484182689590846,2,2.11240296615369,2400,0.31,979.056700153244,893.921334922527,1872.97803507577,4256.76826153584,567384.641580112,102715.81815086,750828.792780521,400972.245870935,0,0,0
"SAN ROMAN",-1.66683731672622,1.14107931062245,1.06956300942299,1,-0.967106767311438,4500,0.56,1618.05407707047,828.679517204107,2748.07160053062,3445.73459327558,712261.50898282,47051.3093463913,246329.37554249,52692.6843648155,5.25,46,5.75
"SANCHEZ CARRION",2.63727431805487,1.09920400191838,-0.0994754934492903,2,2.25398844095069,2800,0.29,511.808595917864,308.318431275822,2078.06622679904,2429.54923845347,554035.8882654,60183.7577850404,538773.139298267,303521.921440464,0,38,0
"SANDIA",1.76749217654094,0.556348332311159,0.179327815135047,2,1.46567611145946,3010.714286,0.41,504.637206764866,313.693398799782,709.219858156028,709.219858156028,517239.498090562,58919.8036006547,297646.61756683,85886.2520458265,0,4,0
"SANTA",-3.50023529951299,-0.54504706943573,1.21586112020222,6,-2.76380478597292,2600,0.62,2998.26275156006,1735.01259896391,3279.97871479389,6770.12648152413,661088.988706767,93201.0311698591,163762.160180119,12083.2671897044,4.1,46.5,4.8
"SANTA CRUZ",2.46988883149974,-0.144141933550609,0.350968169159001,2,1.81847448194231,2100,0.39,899.280575539568,307.071416037901,2281.10194771012,2171.43358483945,520968.590980874,109602.561852957,511109.624495525,306806.457273206,0,0,0
"SANTIAGO DE CHUCO",2.32470615990685,0.390022828447713,-0.139081596799354,2,1.84258464059957,2500,0.35,646.44225885395,400.178541195303,1908.54381185452,2554.98607070847,492512.043834942,74033.030121131,431555.463206661,235235.412722599,0,7,0
"SATIPO",0.0912358512930594,0.440748310331427,-2.72369532328614,4,0.178334073016671,2500,0.39,704.28018318363,357.448736188676,7350.70321845426,8883.13195874829,476864.926846877,29126.7633547803,259869.371951953,36254.1849814905,2.33333333333333,13,1.33333333333333
"SECHURA",-0.54915335530977,0.237944882748818,-0.884256163068897,4,-0.353009111853301,300,0.47,1961.060767249,1012.57386021354,2858.27811174201,3294.0693933529,617144.541714198,49757.1104474551,315778.848741973,35837.8087388969,0,0,0
"SIHUAS",1.62877565548466,-0.731320913275152,-0.179733124432168,2,1.04064150198253,3100,0.31,739.003309449603,739.003309449603,4498.28101404106,5044.50085146033,523760.562927738,97162.8699032869,528158.91784211,90121.1322815924,0,8,0
"SUCRE",0.681118706128532,-2.49103849174355,-2.01401659953941,4,-0.109380298463698,3500,0.39,1039.08560466789,719.366957077772,11909.519622732,11429.9416513468,456318.439773,119974.422508193,392287.586923507,261592.198864999,0,0,0
"SULLANA",-1.96135203662481,0.941847768973234,0.407699984259635,1,-1.23787699635975,800,0.54,1865.5007541386,1309.81967843774,2470.03291341756,3211.95874525992,635119.043984294,74894.8175106709,235583.52619334,35180.5658176755,4,41.6666666666667,4
"TACNA",-4.87265200613894,2.47118275863321,0.524906962713626,6,-3.04257433050027,2910.344828,0.61,2269.21838367848,1113.54217766716,5615.86406358627,9398.89789420145,681307.238325112,66457.4009925573,155419.850544582,12561.2673915726,11.25,102,14.5
"TAHUAMANU",-2.42451587975813,-0.875372421757475,-5.58993518916385,4,-2.03847058466949,400,0.64,662.03243958954,264.812975835816,14299.9006951341,14697.1201588878,535915.259847732,34955.3128103277,40989.7384971864,2035.08771929825,0,14,0
"TALARA",-3.51078560954457,0.244620845098244,1.49106494116055,6,-2.57494136253632,600,0.58,3449.03178662769,2199.48849104859,2111.80124223602,1717.20862257947,689119.473876507,78443.5513335769,178467.373036171,19248.9587139204,5,17.3333333333333,5.33333333333333
"TAMBOPATA",-4.45264900763783,3.07009481581951,-0.74446247599063,6,-2.57798733947255,400,0.62,1729.14903793091,855.376917699864,4883.92627202825,6778.63213273978,766932.783929951,41499.5769103418,68838.7108642066,1918.71160001472,11.3333333333333,46.6666666666667,12.3333333333333
"TARATA",1.08585845627092,-1.31267482414772,1.24463134378611,3,0.488145905353152,3613.636364,0.43,1233.65408339502,863.557858376511,1727.11571675302,3454.23143350604,529607.69800148,119541.080680977,309806.316308907,159372.070071552,0,0,0
"TARMA",-1.47009701044522,-0.850039710527651,1.08094551113104,3,-1.3155792334877,3100,0.48,2250.28578629486,1719.21834072927,2961.37609476403,5346.67902823659,541913.823055528,93161.8315526072,210571.932635445,67796.5201580601,2,33,2.5
"TAYACAJA",0.797833557218635,1.5589620398489,0.176438653392675,1,0.987506158655168,2700,0.36,776.229330637591,577.659036753556,2698.75081233302,4007.5095674778,472272.366235829,72198.3536717453,407462.722940284,164704.040002888,4,61,4
"TOCACHE",-1.08514526054358,0.402535307860101,-1.77899577531983,4,-0.714416467763957,2300,0.51,946.944787858063,434.016361101612,7654.47036851935,7075.78188705053,637754.162611463,49740.9053844333,229457.479548623,75723.2290817266,2,41,2
"TRUJILLO",-2.97831218387888,0.183367128970284,0.916482107534548,6,-2.19042425974836,1900,0.64,2364.24489877113,1400.44460137558,2967.98770632438,4419.15863914183,678927.187821702,85623.0635720289,158674.79945693,11905.4799357466,4.71875,28.5625,5.40625
"TUMBES",-2.74008303053162,0.657003006944993,-0.0708736618238085,6,-1.89353194127892,800,0.59,2416.37091293514,1301.12279927277,3636.17353725335,3885.94264604232,608123.885477959,62889.5381594921,101970.736354184,3848.941966438,4.4,25.4,4.6
"UCAYALI",1.12399386061059,3.00764587444764,-0.659948578589812,1,1.59339841689651,1200,0.4,549.87496890588,327.306529110643,1885.2856076773,1715.08621253977,423364.449274034,39486.2596719079,418770.112986214,153073.277385737,7,28,5
"URUBAMBA",-0.507564576212475,-1.1437767429616,0.0609359700647808,3,-0.666108132900653,3613.636364,0.54,1258.01415644846,863.937432741713,3622.47449868894,5850.52366733862,663988.965851736,80300.7108537824,283709.929217758,26085.9087257681,0,2,0
"UTCUBAMBA",-0.849919845026594,2.70046400200244,0.701228559386304,1,0.0348329342112899,1900,0.47,1026.04314386293,483.825222309348,2777.82412118988,1851.88274745992,606766.879660989,69453.9448439247,317604.731477002,129563.55628222,8.5,115,2.5
"VICTOR FAJARDO",2.43054689241393,-1.17889106071229,1.05671857497561,2,1.53107787776431,3500,0.38,983.566247284947,409.819269702061,2745.78910700381,3483.46379246752,503626.900536863,137494.364985042,490140.977828778,296806.688250482,0,0,0
"VILCAS HUAMAN",2.77222998429254,-0.576793489614389,0.85066926172189,2,1.93765604695572,3100,0.31,949.549995871522,371.563041862769,1733.96086202626,2064.23912145983,433531.500288993,117579.060358352,405138.304021138,265593.675171332,0,0,0
"VIRU",0.492996053569871,1.06271642619556,-0.230969473612321,1,0.634969909013931,2100,0.5,926.671056161143,658.424171482917,1081.116232188,1373.74919729152,491826.598710789,39920.013656205,286500.59745897,23848.4486388503,0,32.5,0.5
"YAROWILCA",3.4416266118093,0.258166079456417,0.232868725024299,2,2.64831082541898,3900,0.3,673.637348797704,117.154321530035,1435.14043874293,1347.27469759541,344609.436780599,72899.2765720646,431008.991594177,218101.221333802,0,0,0
"YAULI",-3.94209946408825,-1.85662854029639,0.133574642877872,5,-3.42240179889392,4500,0.64,3641.81168606661,1867.00472513542,7836.80995735853,8897.08424570704,676985.133110522,58222.8880949637,126510.775613691,19321.424455457,2,30,3
"YAUYOS",1.13743708500177,-1.18374112035201,0.812130148451198,3,0.559001356140601,3312,0.45,1407.58033507278,308.981049162318,2403.18593792914,2815.16067014556,468930.238945345,119060.697610547,237282.683328756,97835.4160944795,0,0,0
"YUNGAY",1.66879342961044,-0.110575605369577,0.792726533899639,2,1.22537610719732,3412.5,0.34,768.408392356007,534.544968595483,1670.45302686088,2422.15688894828,563878.12374716,92008.5527194975,416116.363757851,124992.817051984,0,25,0
"YUNGUYO",1.61383194730113,-1.24702760318745,1.78932373106265,3,0.900908064318144,4300,0.37,1481.27105231119,629.032912625299,2069.72119638002,1217.48305669413,497524.451118055,124081.81486141,367015.340286514,120928.330830729,0,11,0
"ZARUMILLA",-0.752471281479647,0.533078995391952,-1.02168511495009,4,-0.432113193645298,500,0.51,1323.98196521864,787.23251985973,1968.08129964932,3220.49667215344,577613.969798898,43941.8879267158,90473.4130108066,2377.2632934946,0,11,0
